epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,892.007,0.99353,0.49764,0.00453,0.98157,0.96423,0.99367,0.78651,0.81203,0.25387,0.00456,0.000778487,0.000778487,0.000778487
181,896.931,1.02054,0.49192,0.00458,0.97603,0.97802,0.99315,0.78072,0.80844,0.24367,0.00455,0.00077725,0.00077725,0.00077725
182,901.841,1.0288,0.4927,0.00456,0.97154,0.999,0.99409,0.78918,0.78712,0.23148,0.00442,0.000776013,0.000776013,0.000776013
183,906.799,1.04748,0.48484,0.00453,0.97376,0.96848,0.99281,0.78407,0.7834,0.24035,0.00445,0.000774775,0.000774775,0.000774775
184,911.725,1.00369,0.48119,0.00454,0.97129,0.99328,0.99367,0.76566,0.82637,0.24791,0.0047,0.000773537,0.000773537,0.000773537
185,916.683,1.0182,0.5021,0.00469,0.98661,0.96775,0.99384,0.77211,0.82023,0.23314,0.00457,0.0007723,0.0007723,0.0007723
186,921.716,0.99181,0.49919,0.00441,0.98136,0.97562,0.99348,0.77891,0.81808,0.25735,0.00455,0.000771063,0.000771063,0.000771063
187,926.671,1.02504,0.49043,0.00453,0.98454,0.9612,0.99329,0.78488,0.79191,0.24152,0.00452,0.000769825,0.000769825,0.000769825
188,931.628,1.00866,0.48945,0.0044,0.99121,0.9771,0.9936,0.77581,0.83569,0.25077,0.00474,0.000768587,0.000768587,0.000768587
189,936.537,1.02694,0.50075,0.00458,0.97951,0.99169,0.99458,0.78071,0.79451,0.22891,0.00452,0.00076735,0.00076735,0.00076735
190,941.415,1.01211,0.48429,0.00463,0.9886,0.95959,0.9936,0.78394,0.81825,0.26478,0.00459,0.000766113,0.000766113,0.000766113
191,946.27,1.00375,0.49123,0.00429,0.95735,0.97149,0.992,0.77825,0.79518,0.28077,0.00441,0.000764875,0.000764875,0.000764875
192,951.176,1.00961,0.50143,0.00458,0.97991,0.993,0.99489,0.7833,0.82686,0.23865,0.00463,0.000763638,0.000763638,0.000763638
193,956.021,0.99143,0.48531,0.00436,0.98068,0.97454,0.99407,0.78026,0.80551,0.26067,0.00447,0.0007624,0.0007624,0.0007624
194,960.91,0.96973,0.47686,0.00432,0.9737,0.97424,0.99281,0.77611,0.79466,0.25332,0.00443,0.000761163,0.000761163,0.000761163
195,965.791,0.98341,0.48243,0.00428,0.98849,0.96685,0.99396,0.77013,0.83516,0.26548,0.00462,0.000759925,0.000759925,0.000759925
196,970.75,0.9821,0.47724,0.00432,0.97105,0.94403,0.98907,0.7671,0.83577,0.27805,0.00467,0.000758687,0.000758687,0.000758687
197,975.752,0.99523,0.48558,0.0044,0.99717,0.96128,0.99323,0.77801,0.82822,0.24516,0.0047,0.00075745,0.00075745,0.00075745
198,980.751,1.01124,0.50028,0.00456,0.97401,0.98556,0.99397,0.7861,0.80428,0.25383,0.00449,0.000756213,0.000756213,0.000756213
199,985.712,1.00213,0.49333,0.00455,0.94278,0.98461,0.99234,0.78261,0.80847,0.26657,0.00448,0.000754975,0.000754975,0.000754975
200,990.704,0.98016,0.47842,0.0043,0.95652,0.97357,0.99164,0.7712,0.78785,0.24405,0.00439,0.000753737,0.000753737,0.000753737
201,995.705,0.98746,0.46347,0.00441,0.9612,0.98715,0.99358,0.77799,0.80444,0.26349,0.00451,0.0007525,0.0007525,0.0007525
202,1000.67,1.00941,0.48973,0.00462,0.99014,0.97945,0.99336,0.77525,0.79033,0.23625,0.00446,0.000751263,0.000751263,0.000751263
203,1005.63,1.01901,0.50078,0.00457,0.9434,0.97799,0.99159,0.77601,0.78969,0.28582,0.00451,0.000750025,0.000750025,0.000750025
204,1010.55,1.00594,0.47203,0.00445,0.98697,0.98859,0.99448,0.77984,0.79785,0.23573,0.00445,0.000748788,0.000748788,0.000748788
205,1015.48,1.00095,0.48492,0.00446,0.98169,0.9825,0.99388,0.78266,0.82825,0.23909,0.00467,0.00074755,0.00074755,0.00074755
206,1020.31,0.97924,0.47087,0.00425,0.98747,0.97037,0.99366,0.77924,0.80246,0.25033,0.00452,0.000746313,0.000746313,0.000746313
207,1025.11,0.99563,0.45179,0.00443,0.97322,0.98205,0.99437,0.78828,0.77297,0.23202,0.00441,0.000745075,0.000745075,0.000745075
208,1029.93,1.003,0.48534,0.00442,0.98669,0.96953,0.9941,0.7834,0.78259,0.24112,0.00437,0.000743837,0.000743837,0.000743837
209,1034.8,0.991,0.49041,0.00441,0.98553,0.96541,0.99406,0.78153,0.79918,0.24953,0.00455,0.0007426,0.0007426,0.0007426
210,1039.7,1.00737,0.4958,0.00455,0.95299,0.98556,0.99137,0.77805,0.78941,0.25316,0.00438,0.000741363,0.000741363,0.000741363
211,1044.61,0.99508,0.4807,0.00457,0.93871,0.97892,0.99111,0.7845,0.79528,0.25656,0.0045,0.000740125,0.000740125,0.000740125
212,1049.53,0.9955,0.483,0.00445,0.97957,0.98762,0.99411,0.78022,0.80378,0.24221,0.00451,0.000738888,0.000738888,0.000738888
213,1054.39,1.00278,0.47635,0.00445,0.96821,0.99281,0.99215,0.78147,0.78159,0.26433,0.00437,0.00073765,0.00073765,0.00073765
214,1059.27,0.9776,0.48018,0.00431,0.9649,0.98823,0.99336,0.78213,0.7782,0.23291,0.00444,0.000736413,0.000736413,0.000736413
215,1064.17,0.98112,0.48357,0.00439,0.97516,0.97469,0.99228,0.75634,0.87693,0.29321,0.005,0.000735175,0.000735175,0.000735175
216,1069.03,1.00048,0.47438,0.00444,0.97905,0.98015,0.99379,0.77372,0.82323,0.24446,0.00467,0.000733937,0.000733937,0.000733937
217,1073.88,0.97568,0.47341,0.00432,0.97653,0.97751,0.99396,0.78819,0.80326,0.2476,0.00442,0.0007327,0.0007327,0.0007327
218,1078.75,0.97818,0.46861,0.00428,0.9726,0.98142,0.99253,0.77922,0.77654,0.23734,0.00435,0.000731463,0.000731463,0.000731463
219,1083.63,0.96416,0.46364,0.00418,0.96182,0.98648,0.99238,0.7826,0.7922,0.25142,0.00438,0.000730225,0.000730225,0.000730225
220,1088.58,0.9906,0.47623,0.00452,0.97693,0.98916,0.99333,0.77672,0.81128,0.23397,0.00454,0.000728988,0.000728988,0.000728988
221,1093.66,0.97871,0.45759,0.00431,0.99356,0.97277,0.99339,0.79206,0.77547,0.2243,0.0043,0.00072775,0.00072775,0.00072775
222,1098.6,0.97649,0.4762,0.00424,0.95427,0.98177,0.99301,0.78793,0.79764,0.25425,0.00442,0.000726512,0.000726512,0.000726512
223,1103.49,0.99765,0.48162,0.0043,0.98084,0.98517,0.99311,0.78737,0.78354,0.23736,0.00434,0.000725275,0.000725275,0.000725275
224,1108.43,0.97829,0.49193,0.00428,0.98711,0.98271,0.99404,0.7824,0.81277,0.24735,0.00456,0.000724038,0.000724038,0.000724038
225,1113.34,0.96942,0.4709,0.00432,0.97757,0.99137,0.99465,0.78257,0.79291,0.23962,0.00442,0.0007228,0.0007228,0.0007228
226,1118.33,0.97073,0.47352,0.00423,0.98241,0.99205,0.99374,0.77808,0.83623,0.24808,0.0047,0.000721562,0.000721562,0.000721562
227,1123.31,0.9726,0.46184,0.00432,0.97995,0.98309,0.99464,0.78442,0.79757,0.23975,0.00441,0.000720325,0.000720325,0.000720325
228,1128.31,0.99865,0.46016,0.00451,0.96185,0.97551,0.99149,0.78076,0.81854,0.25086,0.00455,0.000719088,0.000719088,0.000719088
229,1133.32,0.96881,0.45776,0.00434,0.95453,0.98285,0.99115,0.77731,0.80088,0.26713,0.00444,0.00071785,0.00071785,0.00071785
230,1138.24,0.9587,0.45885,0.00422,0.98003,0.96422,0.99288,0.78844,0.77116,0.24202,0.00433,0.000716612,0.000716612,0.000716612
231,1143.2,0.95199,0.46462,0.00413,0.99312,0.98143,0.99462,0.77785,0.81897,0.22933,0.00459,0.000715375,0.000715375,0.000715375
232,1148.1,0.96106,0.46926,0.00427,0.98454,0.9739,0.99312,0.785,0.77965,0.22341,0.00437,0.000714137,0.000714137,0.000714137
233,1153.03,0.97433,0.46865,0.00434,0.98546,0.9894,0.99487,0.78513,0.81661,0.22829,0.00456,0.0007129,0.0007129,0.0007129
234,1157.92,0.96206,0.45483,0.00427,0.97787,0.99078,0.99498,0.78728,0.77154,0.22903,0.00429,0.000711663,0.000711663,0.000711663
235,1162.85,0.96627,0.47661,0.00423,0.9903,0.97021,0.994,0.79446,0.7888,0.22737,0.0044,0.000710425,0.000710425,0.000710425
236,1167.77,0.95676,0.45474,0.00418,0.97868,0.99259,0.99447,0.79095,0.78646,0.22856,0.00431,0.000709188,0.000709188,0.000709188
237,1172.67,0.95867,0.45609,0.00416,0.99367,0.98289,0.99453,0.78469,0.80823,0.23218,0.00453,0.00070795,0.00070795,0.00070795
238,1177.57,0.96922,0.4613,0.00431,0.97792,0.99315,0.99418,0.78856,0.78111,0.22872,0.00435,0.000706713,0.000706713,0.000706713
239,1182.5,0.97224,0.47105,0.00434,0.97415,0.99223,0.99429,0.78761,0.78761,0.24,0.00439,0.000705475,0.000705475,0.000705475
240,1187.42,0.95665,0.45099,0.00423,0.9793,0.98244,0.99275,0.79043,0.76825,0.23531,0.00427,0.000704237,0.000704237,0.000704237
241,1192.45,0.94566,0.45007,0.00415,0.97436,0.98736,0.99393,0.78284,0.80381,0.23323,0.00447,0.000703,0.000703,0.000703
242,1197.43,0.95758,0.46329,0.00423,0.97955,0.99741,0.99464,0.78667,0.79149,0.23158,0.00442,0.000701762,0.000701762,0.000701762
243,1202.37,0.95219,0.45384,0.00429,0.98548,0.98364,0.99471,0.79156,0.7747,0.22074,0.00431,0.000700525,0.000700525,0.000700525
244,1207.34,0.9397,0.44497,0.0042,0.97561,0.99676,0.99469,0.78471,0.82438,0.24266,0.00463,0.000699288,0.000699288,0.000699288
245,1212.31,0.95389,0.44601,0.00416,0.97691,0.99725,0.99452,0.78413,0.80233,0.23048,0.00446,0.00069805,0.00069805,0.00069805
246,1217.25,0.95189,0.44066,0.00426,0.9832,0.98724,0.99415,0.78957,0.77534,0.22977,0.00432,0.000696812,0.000696812,0.000696812
247,1222.29,0.95255,0.45773,0.00415,0.95632,0.96405,0.9902,0.78132,0.78573,0.28222,0.0043,0.000695575,0.000695575,0.000695575
248,1227.34,0.96261,0.45358,0.0043,0.98736,0.97373,0.99396,0.77212,0.82121,0.24989,0.00454,0.000694337,0.000694337,0.000694337
249,1232.25,0.96659,0.44513,0.00431,0.99167,0.99459,0.99492,0.78206,0.79375,0.21707,0.00443,0.0006931,0.0006931,0.0006931
250,1237.14,0.95972,0.44651,0.00417,0.99221,0.99367,0.995,0.78769,0.78128,0.20901,0.00441,0.000691862,0.000691862,0.000691862
251,1242.15,0.94807,0.43336,0.0041,0.98194,0.99223,0.99441,0.79496,0.77328,0.22215,0.00429,0.000690625,0.000690625,0.000690625
252,1247.21,0.95141,0.44619,0.0042,0.99295,0.99307,0.995,0.79406,0.77517,0.20452,0.00428,0.000689388,0.000689388,0.000689388
253,1252.2,0.95287,0.44373,0.00404,0.99091,0.98554,0.99496,0.78799,0.80116,0.21745,0.00443,0.00068815,0.00068815,0.00068815
254,1257.18,0.9605,0.46794,0.00423,0.99743,0.96863,0.99324,0.7913,0.787,0.21762,0.00435,0.000686913,0.000686913,0.000686913
255,1262.16,0.94991,0.46114,0.00422,0.97831,0.99192,0.9936,0.77869,0.80038,0.22548,0.00445,0.000685675,0.000685675,0.000685675
256,1267.11,0.95845,0.45041,0.00419,0.98808,0.99237,0.99488,0.78657,0.79199,0.22507,0.00439,0.000684438,0.000684438,0.000684438
257,1272.07,0.9726,0.46059,0.00428,0.97671,0.99293,0.99423,0.78059,0.79231,0.21833,0.00442,0.0006832,0.0006832,0.0006832
258,1277.03,0.94941,0.43765,0.00417,0.99785,0.98005,0.99474,0.78993,0.77594,0.21588,0.00432,0.000681962,0.000681962,0.000681962
259,1281.99,0.93141,0.42922,0.00411,0.99017,0.98843,0.99411,0.7874,0.7752,0.22558,0.00436,0.000680725,0.000680725,0.000680725
260,1286.94,0.94529,0.44624,0.00413,0.98428,0.99283,0.99356,0.77971,0.79683,0.23407,0.00442,0.000679488,0.000679488,0.000679488
261,1291.9,0.9156,0.43474,0.00405,0.98545,0.98607,0.99477,0.78613,0.77883,0.22008,0.00437,0.00067825,0.00067825,0.00067825
262,1296.84,0.93311,0.43247,0.00401,0.97896,0.98884,0.99489,0.79084,0.76977,0.2358,0.00428,0.000677013,0.000677013,0.000677013
263,1301.83,0.94936,0.43304,0.00436,0.97309,0.97712,0.99372,0.78261,0.77921,0.24357,0.00436,0.000675775,0.000675775,0.000675775
264,1306.85,0.94565,0.44046,0.00417,0.97293,0.98864,0.9941,0.78554,0.78276,0.23591,0.00446,0.000674538,0.000674538,0.000674538
265,1311.91,0.93086,0.44238,0.00419,0.97331,0.99076,0.99405,0.78238,0.78706,0.22174,0.00442,0.0006733,0.0006733,0.0006733
266,1316.9,0.93683,0.42428,0.00411,0.98585,0.97874,0.9935,0.78474,0.78294,0.22649,0.0044,0.000672063,0.000672063,0.000672063
267,1321.89,0.93999,0.44806,0.00404,0.99251,0.97985,0.99473,0.77384,0.78203,0.22053,0.00437,0.000670825,0.000670825,0.000670825
268,1326.9,0.92742,0.42869,0.00421,0.98589,0.98151,0.99431,0.78889,0.77792,0.22281,0.0043,0.000669587,0.000669587,0.000669587
269,1331.9,0.93659,0.43942,0.00412,0.98471,0.98385,0.99447,0.78731,0.78182,0.2259,0.0043,0.00066835,0.00066835,0.00066835
270,1336.93,0.92784,0.43105,0.00412,0.97381,0.99795,0.99437,0.7813,0.80077,0.22848,0.00443,0.000667113,0.000667113,0.000667113
271,1341.94,0.93902,0.43307,0.00414,0.99575,0.97728,0.99433,0.78329,0.78207,0.22775,0.0043,0.000665875,0.000665875,0.000665875
272,1346.92,0.96383,0.44965,0.00432,0.98897,0.98496,0.99456,0.78371,0.79339,0.23012,0.00437,0.000664637,0.000664637,0.000664637
273,1351.91,0.93893,0.44257,0.00412,0.99023,0.98466,0.99439,0.78589,0.78296,0.21703,0.00436,0.0006634,0.0006634,0.0006634
274,1356.88,0.92943,0.42867,0.00402,0.97063,0.998,0.99389,0.77878,0.81027,0.21728,0.00448,0.000662162,0.000662162,0.000662162
275,1361.79,0.92975,0.42328,0.00416,0.99711,0.99225,0.99497,0.78712,0.80389,0.21839,0.00447,0.000660925,0.000660925,0.000660925
276,1366.74,0.92267,0.43214,0.00408,0.98892,0.99533,0.99455,0.7902,0.77647,0.23978,0.00433,0.000659688,0.000659688,0.000659688
277,1371.71,0.91416,0.42347,0.00401,0.98267,0.98807,0.99456,0.78719,0.7907,0.22371,0.00442,0.00065845,0.00065845,0.00065845
278,1376.61,0.90176,0.43164,0.00395,0.97719,0.99577,0.99358,0.79195,0.78059,0.23128,0.00439,0.000657213,0.000657213,0.000657213
279,1381.52,0.92608,0.43663,0.00406,0.98522,0.98636,0.99481,0.78224,0.80944,0.23358,0.00453,0.000655975,0.000655975,0.000655975
280,1386.44,0.92058,0.43314,0.0041,0.98725,0.995,0.99472,0.78634,0.79055,0.22539,0.00444,0.000654738,0.000654738,0.000654738
281,1391.41,0.90491,0.42173,0.00392,0.98378,0.99654,0.99472,0.78211,0.78981,0.21989,0.00447,0.0006535,0.0006535,0.0006535
282,1396.33,0.91186,0.42714,0.00411,0.98433,0.99309,0.99493,0.78722,0.79433,0.2186,0.00447,0.000652262,0.000652262,0.000652262
283,1401.25,0.92189,0.44426,0.00405,0.98818,0.98916,0.99496,0.79335,0.77643,0.22085,0.00434,0.000651025,0.000651025,0.000651025
284,1406.16,0.90256,0.42726,0.00405,0.97998,0.99186,0.99376,0.77834,0.82734,0.24133,0.00459,0.000649787,0.000649787,0.000649787
285,1411.05,0.93074,0.43133,0.00411,0.98792,0.99685,0.99468,0.78667,0.77256,0.21399,0.00436,0.00064855,0.00064855,0.00064855
286,1415.97,0.90518,0.42654,0.00405,0.9905,0.99549,0.995,0.78938,0.78003,0.21451,0.00434,0.000647313,0.000647313,0.000647313
287,1420.89,0.92393,0.4525,0.00395,0.9887,0.98619,0.994,0.78816,0.76274,0.22925,0.00427,0.000646075,0.000646075,0.000646075
288,1425.85,0.9247,0.42532,0.00415,0.99677,0.99354,0.995,0.7921,0.79199,0.21214,0.00444,0.000644837,0.000644837,0.000644837
289,1430.81,0.90751,0.42073,0.00392,0.98835,0.99557,0.99496,0.79229,0.77965,0.21108,0.00436,0.0006436,0.0006436,0.0006436
290,1435.77,0.93239,0.43584,0.0042,0.99129,0.98024,0.99386,0.77924,0.79387,0.23006,0.00445,0.000642363,0.000642363,0.000642363
291,1440.72,0.93605,0.43341,0.00415,0.99256,0.98122,0.99476,0.78246,0.77663,0.22515,0.00436,0.000641125,0.000641125,0.000641125
292,1445.67,0.93811,0.45114,0.00413,0.98374,0.96742,0.99315,0.77901,0.78552,0.24014,0.00442,0.000639887,0.000639887,0.000639887
293,1450.63,0.91801,0.44353,0.00394,0.98718,0.98418,0.99392,0.77483,0.8056,0.24058,0.00452,0.00063865,0.00063865,0.00063865
294,1455.56,0.92133,0.42511,0.00396,0.98424,0.98376,0.99384,0.7829,0.78981,0.23972,0.00442,0.000637413,0.000637413,0.000637413
295,1460.48,0.90398,0.41924,0.00399,0.98678,0.99274,0.99496,0.79089,0.76511,0.22069,0.00427,0.000636175,0.000636175,0.000636175
296,1465.4,0.90711,0.41733,0.00417,0.99158,0.99938,0.995,0.78824,0.76518,0.20552,0.00428,0.000634937,0.000634937,0.000634937
297,1470.35,0.90999,0.41405,0.00406,0.98489,0.98881,0.9945,0.7826,0.77951,0.22844,0.00436,0.0006337,0.0006337,0.0006337
298,1475.29,0.92638,0.42967,0.00404,0.98206,1,0.99444,0.78616,0.78337,0.21943,0.00436,0.000632462,0.000632462,0.000632462
299,1480.23,0.87761,0.39224,0.00383,0.99184,0.9956,0.995,0.78802,0.77796,0.22231,0.00434,0.000631225,0.000631225,0.000631225
300,1485.28,0.889,0.40498,0.00395,0.99599,0.99752,0.995,0.78837,0.77062,0.21138,0.00434,0.000629987,0.000629987,0.000629987
301,1490.24,0.90695,0.41727,0.00402,0.99558,0.99134,0.995,0.79376,0.75643,0.2108,0.00421,0.00062875,0.00062875,0.00062875
302,1495.21,0.90097,0.42972,0.00406,0.978,0.9938,0.9947,0.7892,0.76706,0.21909,0.00424,0.000627513,0.000627513,0.000627513
303,1500.16,0.88273,0.40448,0.00388,0.99133,0.99652,0.995,0.79075,0.80632,0.2124,0.00446,0.000626275,0.000626275,0.000626275
304,1505.16,0.9105,0.42651,0.00402,0.9784,0.99681,0.99486,0.79342,0.75768,0.21316,0.00422,0.000625038,0.000625038,0.000625038
305,1510.07,0.91019,0.42918,0.00402,0.98969,0.99279,0.99488,0.7937,0.7695,0.23198,0.00428,0.0006238,0.0006238,0.0006238
306,1515.06,0.89604,0.4156,0.00393,0.99081,0.99303,0.995,0.78872,0.77027,0.22391,0.00426,0.000622563,0.000622563,0.000622563
307,1520,0.89724,0.43776,0.00408,0.98163,0.98761,0.99394,0.79641,0.77311,0.22049,0.00425,0.000621325,0.000621325,0.000621325
308,1524.99,0.89379,0.41507,0.00382,0.98297,0.99532,0.99482,0.78827,0.76928,0.21959,0.00431,0.000620088,0.000620088,0.000620088
309,1529.96,0.87896,0.40868,0.00382,0.99262,0.99324,0.995,0.79514,0.77133,0.21163,0.00431,0.00061885,0.00061885,0.00061885
310,1534.93,0.88258,0.401,0.004,0.98999,0.98463,0.99484,0.79043,0.77801,0.21705,0.00432,0.000617612,0.000617612,0.000617612
311,1539.85,0.88779,0.41729,0.00386,0.99459,0.99417,0.99498,0.79258,0.76342,0.20754,0.00426,0.000616375,0.000616375,0.000616375
312,1544.84,0.89915,0.41529,0.00408,0.98585,0.99603,0.99496,0.79345,0.75739,0.20987,0.00422,0.000615138,0.000615138,0.000615138
313,1549.79,0.88975,0.40483,0.00394,0.99293,0.98433,0.9945,0.79114,0.76229,0.21832,0.00423,0.0006139,0.0006139,0.0006139
314,1554.73,0.86621,0.40085,0.00384,0.9742,0.99376,0.99489,0.7927,0.78027,0.22784,0.00432,0.000612662,0.000612662,0.000612662
315,1559.68,0.87593,0.39885,0.00377,0.972,0.99089,0.99445,0.78696,0.77526,0.23306,0.00433,0.000611425,0.000611425,0.000611425
316,1564.63,0.88318,0.41052,0.00395,0.99074,0.98769,0.995,0.78809,0.77333,0.21217,0.00427,0.000610188,0.000610188,0.000610188
317,1569.57,0.87199,0.38966,0.00388,0.99027,0.99881,0.99485,0.79231,0.77377,0.20999,0.00424,0.00060895,0.00060895,0.00060895
318,1574.52,0.8935,0.41924,0.00397,0.99441,0.99342,0.99496,0.78768,0.77647,0.21878,0.00429,0.000607713,0.000607713,0.000607713
319,1579.46,0.87247,0.3963,0.00381,0.994,0.98826,0.99486,0.79303,0.75987,0.22993,0.00424,0.000606475,0.000606475,0.000606475
320,1584.38,0.85257,0.38069,0.00376,0.98225,0.99749,0.9947,0.78096,0.7886,0.22098,0.00444,0.000605238,0.000605238,0.000605238
321,1589.37,0.8753,0.39887,0.00381,0.97892,0.99615,0.99464,0.78677,0.78101,0.21547,0.0044,0.000604,0.000604,0.000604
322,1594.39,0.88774,0.40407,0.00391,0.98147,0.9954,0.99472,0.78107,0.78503,0.22135,0.00437,0.000602763,0.000602763,0.000602763
323,1599.4,0.89425,0.43297,0.00409,0.99289,0.99442,0.99498,0.79558,0.76286,0.20708,0.00426,0.000601525,0.000601525,0.000601525
324,1604.31,0.89073,0.42402,0.00391,0.99674,0.99343,0.99492,0.79266,0.77939,0.20292,0.00436,0.000600287,0.000600287,0.000600287
325,1609.36,0.88419,0.40231,0.00387,0.99019,0.98313,0.99472,0.79525,0.79445,0.22375,0.00447,0.00059905,0.00059905,0.00059905
326,1614.39,0.87247,0.40704,0.00395,0.98432,0.99222,0.99475,0.79363,0.76676,0.21956,0.00431,0.000597812,0.000597812,0.000597812
327,1619.4,0.87153,0.40897,0.00386,0.99567,0.99357,0.995,0.79029,0.77852,0.21017,0.00436,0.000596575,0.000596575,0.000596575
328,1624.39,0.86172,0.40062,0.00378,0.99066,0.99626,0.995,0.78815,0.7892,0.2065,0.0044,0.000595338,0.000595338,0.000595338
329,1629.41,0.85768,0.4094,0.0037,0.98855,0.98445,0.9948,0.79496,0.76662,0.21357,0.0043,0.0005941,0.0005941,0.0005941
330,1634.42,0.88157,0.40383,0.00386,0.98979,0.99171,0.99496,0.79453,0.75414,0.20655,0.0042,0.000592862,0.000592862,0.000592862
331,1639.43,0.86424,0.38949,0.00389,0.9911,0.9979,0.995,0.79747,0.77176,0.20439,0.00431,0.000591625,0.000591625,0.000591625
332,1644.43,0.87052,0.41368,0.0038,0.99587,0.99735,0.995,0.80109,0.78309,0.21722,0.00438,0.000590388,0.000590388,0.000590388
333,1649.47,0.86357,0.40611,0.00382,0.98643,0.99168,0.99494,0.78782,0.77876,0.2166,0.00433,0.00058915,0.00058915,0.00058915
334,1654.41,0.85702,0.39797,0.00377,0.99333,0.99172,0.99496,0.7907,0.77231,0.2185,0.0043,0.000587912,0.000587912,0.000587912
335,1659.4,0.87735,0.41241,0.00398,0.99303,0.98215,0.99431,0.79441,0.78102,0.22144,0.00436,0.000586675,0.000586675,0.000586675
336,1664.44,0.89848,0.44539,0.00395,0.99232,0.99429,0.995,0.79198,0.78395,0.21656,0.00435,0.000585438,0.000585438,0.000585438
337,1669.45,0.88096,0.40615,0.00384,0.98931,0.99611,0.99498,0.78874,0.79154,0.21548,0.0044,0.0005842,0.0005842,0.0005842
338,1674.47,0.85853,0.3954,0.00387,0.99086,0.99506,0.99496,0.79155,0.77554,0.21849,0.00434,0.000582962,0.000582962,0.000582962
339,1679.41,0.88963,0.43088,0.00384,0.99017,0.98675,0.99298,0.78927,0.78363,0.22368,0.0044,0.000581725,0.000581725,0.000581725
340,1684.37,0.8633,0.40314,0.00389,0.99315,0.99033,0.99488,0.78825,0.76847,0.22413,0.00433,0.000580487,0.000580487,0.000580487
341,1689.35,0.86874,0.40683,0.0038,0.99136,0.98259,0.99389,0.78933,0.76469,0.2172,0.0043,0.00057925,0.00057925,0.00057925
342,1694.3,0.84631,0.40067,0.00375,0.9907,0.99293,0.99468,0.78918,0.75972,0.23268,0.00427,0.000578013,0.000578013,0.000578013
343,1699.27,0.86428,0.40071,0.00383,0.99156,0.99477,0.995,0.78135,0.77403,0.21251,0.00434,0.000576775,0.000576775,0.000576775
344,1704.28,0.84684,0.40513,0.00363,0.97248,0.98674,0.99418,0.78833,0.76652,0.23524,0.00429,0.000575538,0.000575538,0.000575538
345,1709.27,0.87424,0.41852,0.00394,0.99417,0.99423,0.995,0.78789,0.77286,0.21439,0.00433,0.0005743,0.0005743,0.0005743
346,1714.26,0.86243,0.39474,0.00383,0.99237,0.98786,0.99484,0.79256,0.77461,0.22293,0.00433,0.000573063,0.000573063,0.000573063
347,1719.3,0.8665,0.4032,0.00382,0.98896,0.98167,0.99416,0.79499,0.77456,0.23125,0.00434,0.000571825,0.000571825,0.000571825
348,1724.32,0.83039,0.39642,0.00352,0.98524,0.99438,0.99472,0.79025,0.76711,0.21475,0.00428,0.000570587,0.000570587,0.000570587
349,1729.32,0.8481,0.39287,0.00361,0.99401,0.99175,0.99491,0.79188,0.77708,0.21955,0.00434,0.00056935,0.00056935,0.00056935
350,1734.32,0.84808,0.38966,0.0037,0.99169,0.98469,0.9949,0.78693,0.78099,0.21596,0.00439,0.000568113,0.000568113,0.000568113
351,1739.34,0.83601,0.40626,0.00368,0.98883,0.99511,0.99469,0.78794,0.79546,0.22031,0.00446,0.000566875,0.000566875,0.000566875
352,1744.35,0.84215,0.41211,0.0037,0.98645,0.992,0.99472,0.78854,0.75741,0.22077,0.00421,0.000565638,0.000565638,0.000565638
353,1749.38,0.86715,0.39585,0.00374,0.98834,0.98068,0.9942,0.7847,0.77728,0.22864,0.00433,0.0005644,0.0005644,0.0005644
354,1754.38,0.84153,0.40129,0.00373,0.97258,0.98505,0.99383,0.79208,0.76257,0.23517,0.00429,0.000563163,0.000563163,0.000563163
355,1759.45,0.84421,0.39314,0.00363,0.98389,0.98182,0.99413,0.79224,0.75822,0.21537,0.00425,0.000561925,0.000561925,0.000561925
356,1764.49,0.84453,0.38555,0.00374,0.98853,0.98856,0.99484,0.79462,0.76196,0.21941,0.0043,0.000560687,0.000560687,0.000560687
357,1769.51,0.83671,0.38169,0.00366,0.98444,0.97491,0.99423,0.79112,0.76909,0.22355,0.00431,0.00055945,0.00055945,0.00055945
358,1774.52,0.83669,0.39571,0.00372,0.98442,0.98681,0.99441,0.79678,0.78783,0.22962,0.00442,0.000558213,0.000558213,0.000558213
359,1779.48,0.83566,0.38574,0.0037,0.99486,0.99321,0.995,0.79117,0.78339,0.21073,0.00438,0.000556975,0.000556975,0.000556975
360,1784.51,0.83099,0.37943,0.00373,0.99341,0.9857,0.99441,0.78626,0.78207,0.21342,0.00438,0.000555738,0.000555738,0.000555738
361,1789.37,0.85482,0.39815,0.0038,0.99432,0.99024,0.995,0.78977,0.76824,0.2169,0.00432,0.0005545,0.0005545,0.0005545
362,1794.31,0.84018,0.40361,0.00365,0.9964,0.99408,0.99498,0.78479,0.77586,0.21296,0.00432,0.000553263,0.000553263,0.000553263
363,1799.2,0.81907,0.37619,0.0036,0.99243,0.98545,0.99432,0.7891,0.76654,0.23517,0.00426,0.000552025,0.000552025,0.000552025
364,1804.09,0.84209,0.3813,0.00372,0.9788,0.98739,0.99473,0.78096,0.77592,0.22041,0.00435,0.000550788,0.000550788,0.000550788
365,1808.98,0.83545,0.38784,0.00368,0.98477,0.99718,0.99494,0.79321,0.77278,0.20768,0.00432,0.00054955,0.00054955,0.00054955
